station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,20170121,62.06,78.08,67.46,5.816044,310,36.90951,0,0,0.01181103
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,20170128,44.96,60.98,51.62,8.724066,310,23.040482,0,0,0
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,20170129,39.02,68,51.98,8.052984,310,27.96175,0,0,0
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,20170222,51.08,82.94,66.02,4.47388,310,12.079476,0,0,0
HONDO MUNI AP,TX,29.36,-99.1742,280.4,20170122,44.96,75.02,,22.816788,310,48.988986,,,0
SAN ANTONIO STINSON AP,TX,29.3389,-98.4719,174,20170121,50,87.08,,8.500372,310,42.949248,,,0
SAN ANTONIO STINSON AP,TX,29.3389,-98.4719,174,20170512,66.92,89.96,,7.605596,310,25.948504,0,0,0
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170121,48.92,84.02,,11.408394,310,44.962494,,,0
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170207,53.06,89.06,,7.82929,310,23.040482,,0,0
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170402,55.94,80.96,,9.171454,310,31.988242,0,0,0.48818924
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170426,55.94,93.92,,12.974252,310,35.119958,0,0,0
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170430,51.08,78.98,,9.171454,310,27.96175,0,0,0.14960638
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170524,51.08,89.96,,7.605596,310,19.908766,0,0,0
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170528,69.98,93.92,,6.71082,310,34.001488,0,0,0.0393701
AUSTIN SAN ANTONIO,TX,29.7036,-98.0281,192.9,20170605,69.08,91.04,,5.816044,310,27.066974,0,0,0.33858286
ROCKPORT ARANSAS CO AP,TX,28.0836,-97.0464,6.7,20170121,64.04,78.98,,7.381902,310,25.948504,0,0,0
ROCKPORT ARANSAS CO AP,TX,28.0836,-97.0464,6.7,20170224,62.96,89.06,,10.289924,310,27.96175,0,0,0
ROCKPORT ARANSAS CO AP,TX,28.0836,-97.0464,6.7,20170523,68,84.92,,10.737312,310,38.922756,0,0,0.75196891
HOUSTON CLOVER FLD,TX,29.5189,-95.2417,13.4,20170215,46.94,66.02,,10.06623,310,29.974996,0,0,0
HOUSTON CLOVER FLD,TX,29.5189,-95.2417,13.4,20170523,66.92,89.06,,6.487126,310,23.040482,0,0,1.57874101
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25,20170119,53.06,62.96,,5.816044,310,19.908766,0,0,0.50000027
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25,20170121,62.06,77,,7.605596,310,33.106712,0,0,0.0393701
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25,20170122,55.04,66.02,,7.158208,310,44.067718,0,0,0
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25,20170129,37.04,66.92,,8.052984,310,31.093466,0,0,0
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25,20170523,62.96,89.06,,8.052984,310,33.106712,0,0,0.50000027
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170103,29.12,53.96,,12.526864,310,35.119958,,,0.05118113
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170104,20.12,30.2,,13.197946,310,31.093466,,,0
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170212,35.06,62.96,,15.65858,310,40.041226,,,0
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170301,37.94,68,,20.13246,310,52.120702,,,0.53937037
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170428,44.96,69.08,,8.500372,310,86.12219,,0,0.22834658
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170510,60.98,84.92,,9.171454,310,25.948504,,,1.48818978
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170524,57.92,62.96,,10.06623,310,25.948504,,,1.07874074
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170614,69.98,95,,8.94776,310,48.09421,,,0.33070884
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170619,60.98,86,,9.618842,310,29.974996,,,0
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170702,62.06,87.98,,3.579104,310,23.935258,,,0
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170714,66.92,87.08,,4.921268,310,17.000744,,,0
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,20170906,48.02,71.06,,8.724066,310,23.935258,,,0
CRESTVIEW BOB SIKES AP,FL,30.7797,-86.5225,57.9,20170105,35.96,66.02,,2.684328,310,17.000744,,,0
CRESTVIEW BOB SIKES AP,FL,30.7797,-86.5225,57.9,20170506,44.06,78.98,,6.263432,310,21.922012,,,0
CRESTVIEW BOB SIKES AP,FL,30.7797,-86.5225,57.9,20170818,75.92,96.98,,4.921268,310,19.01399,,,0
JACKSONVILLE,FL,30.4844,-81.7019,10.1,20170121,62.06,84.02,71.06,9.842536,310,40.936002,0,0,0.61811057
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170123,53.96,71.96,,13.42164,310,31.988242,0,0,0
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170223,60.08,78.98,,5.59235,310,16.105968,0,0,0
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170314,42.98,60.08,,12.750558,310,27.96175,0,0,0
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170319,55.94,82.94,,8.052984,310,25.948504,0,0,0
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170405,62.96,82.04,,17.224438,310,36.90951,0,0,0.33070884
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170530,73.04,84.92,,4.697574,310,16.105968,0,0,0.05905515
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,20170625,75.92,91.04,,5.816044,310,18.119214,0,0,0.03149608
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,20170102,53.06,77,62.96,5.59235,310,29.08022,0,0,0.46063017
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,20170214,48.92,68,60.26,12.974252,310,34.001488,0,0,1.24015815
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,20170329,60.98,84.92,72.32,5.368656,310,35.119958,0,0,1.31102433
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,20170528,68,93.92,83.66,7.381902,310,38.02798,0,0,1.07086672
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,20170605,68,91.04,77.18,5.368656,310,40.041226,0,0,0.83070911
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170102,51.98,73.94,,4.47388,310,25.053728,0,0,0.40157502
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170122,53.06,69.98,,11.1847,310,42.949248,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170128,39.02,60.98,,6.039738,310,23.040482,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170215,42.98,64.94,,6.934514,310,23.935258,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170325,53.06,84.02,,3.579104,310,17.000744,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170330,53.96,82.04,,3.802798,310,25.948504,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170430,51.98,78.08,,5.816044,310,33.106712,0,0,0.05118113
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170524,55.94,87.08,,4.697574,310,19.01399,0,0,0
AUSTIN-CAMP MABRY,TX,30.3208,-97.7603,204.2,20170831,68,93.02,,3.35541,310,14.092722,0,0,0
WACO RGNL AP,TX,31.6189,-97.2283,152.4,20170201,46.94,80.06,63.68,12.30317,310,29.08022,0,0,0
WACO RGNL AP,TX,31.6189,-97.2283,152.4,20170214,44.06,66.92,55.22,16.105968,310,34.001488,0,0,2.09055231
WACO RGNL AP,TX,31.6189,-97.2283,152.4,20170404,57.02,82.04,69.44,11.855782,310,33.106712,0,0,0
WACO RGNL AP,TX,31.6189,-97.2283,152.4,20170520,64.94,82.94,75.2,7.158208,310,29.08022,0,0,0.77165396
WACO RGNL AP,TX,31.6189,-97.2283,152.4,20170817,73.94,98.06,87.08,9.618842,310,42.054472,0,0,0.1181103
DALLAS LOVE FLD,TX,32.8519,-96.8556,134.1,20170325,55.04,73.04,65.12,10.737312,310,31.988242,0,0,0
DALLAS LOVE FLD,TX,32.8519,-96.8556,134.1,20170812,75.92,96.98,87.62,7.605596,310,38.02798,0,0,1.59055204
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170103,37.04,60.08,,12.750558,310,31.988242,0,0,0
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170115,42.98,64.94,,7.605596,310,48.988986,0,0,2.46850527
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170122,46.94,66.02,,17.89552,310,44.067718,0,0,0
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170221,51.98,75.92,,10.513618,310,29.08022,0,0,0
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170426,51.08,75.92,,11.408394,310,36.014734,0,0,0.09055123
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170524,55.04,82.94,,9.395148,310,23.935258,0,0,0
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170701,69.08,84.02,,5.816044,310,25.948504,0,0,0.51968532
FT WORTH MEACHAM FLD,TX,32.8192,-97.3614,209.4,20170814,73.04,93.02,,8.500372,310,34.001488,0,0,0.33858286
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,20170213,37.94,50,48.56,11.1847,310,27.96175,0,0,0.5511814
ABILENE RGNL AP,TX,32.4106,-99.6822,545.6,20170818,69.98,93.02,78.44,6.934514,310,19.01399,0,0,0
WICHITA FALLS MUNI AP,TX,33.9786,-98.4928,310,20170301,39.02,69.98,58.46,13.645334,310,42.949248,0,0,0
WICHITA FALLS MUNI AP,TX,33.9786,-98.4928,310,20170413,57.92,71.96,65.12,8.724066,310,23.935258,0,0,0.42126007
TYLER POUNDS FLD,TX,32.3542,-95.4025,165.8,20170127,29.12,55.04,,5.368656,310,23.040482,,0,0
TYLER POUNDS FLD,TX,32.3542,-95.4025,165.8,20170913,57.02,87.08,,3.579104,310,14.987498,0,0,0
JUNCTION KIMBLE CO AP,TX,30.5108,-99.7664,533.1,20170122,39.02,66.02,,16.77705,310,48.09421,0,0,0
JUNCTION KIMBLE CO AP,TX,30.5108,-99.7664,533.1,20170623,73.94,105.98,,7.381902,310,35.119958,0,0,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170125,33.98,48.02,,11.1847,310,33.106712,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170130,16.16,37.04,,6.487126,310,25.948504,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170204,16.16,33.08,,9.618842,310,27.066974,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170217,23.18,39.02,,10.289924,310,31.093466,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170225,44.06,62.96,,9.171454,310,36.014734,,,0.14960638
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170308,44.96,57.02,,13.197946,310,31.988242,,,0.20866153
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170311,15.26,25.16,,17.89552,310,38.02798,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170322,22.1,41,,19.685072,310,53.910254,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170412,41,73.94,,5.816044,310,31.988242,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170417,42.08,75.92,,7.82929,310,27.066974,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170510,32,57.92,,4.697574,310,21.922012,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170603,37.94,73.04,,7.381902,310,34.001488,,,0
WESTHAMPTN GABRESKI AP,NY,40.8436,-72.6322,20.4,20170806,53.06,78.08,,6.71082,310,23.935258,,,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170108,19.22,27.14,22.64,18.790296,310,38.02798,0,7.086618,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170115,33.08,41,35.24,8.94776,310,17.000744,0,1.181103,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170130,32,37.94,37.04,12.526864,310,25.948504,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170204,24.26,35.96,29.48,15.211192,310,38.922756,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170206,37.94,50,43.16,12.30317,310,34.001488,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170214,31.1,42.08,34.52,9.842536,310,29.08022,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170219,53.06,66.02,60.44,10.06623,310,25.053728,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170308,48.92,62.06,53.78,12.974252,310,38.02798,0,0,0.05905515
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170402,42.98,62.96,50.54,10.961006,310,33.106712,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170408,42.08,57.92,47.48,17.000744,310,35.119958,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170514,46.94,69.98,55.4,14.987498,310,44.962494,0,0,0.01181103
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170516,59,82.94,68.72,8.500372,310,23.935258,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170602,60.08,78.98,70.52,9.618842,310,38.922756,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170609,55.94,82.94,66.74,8.94776,310,29.08022,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170613,80.06,100.94,89.78,8.724066,310,25.053728,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170624,69.98,86,79.52,12.30317,310,31.988242,0,0,1.11811084
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170628,64.04,80.96,71.42,11.408394,310,27.96175,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170831,66.02,82.04,73.94,12.30317,310,27.066974,0,0,0
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,20170908,60.98,73.04,67.46,12.079476,310,23.040482,0,0,0
BUFFALO,NY,42.9486,-78.7369,211.2,20170216,19.22,27.14,23.36,12.079476,310,23.935258,0.1968505,1.181103,0
BUFFALO,NY,42.9486,-78.7369,211.2,20170217,20.12,37.94,26.24,4.47388,310,18.119214,0,0,0
BUFFALO,NY,42.9486,-78.7369,211.2,20170310,14.18,33.08,28.04,15.211192,310,38.02798,0.5905515,0,0.01968505
BUFFALO,NY,42.9486,-78.7369,211.2,20170321,32,44.96,39.02,13.42164,310,35.119958,0,1.968505,0
BUFFALO,NY,42.9486,-78.7369,211.2,20170507,39.02,51.98,,11.632088,310,27.066974,0,0,0.09842525
BUFFALO,NY,42.9486,-78.7369,211.2,20170723,66.02,82.94,,6.71082,310,14.987498,0,0,0.0393701
ALBANY AP,NY,42.7431,-73.8092,95.1,20170205,22.1,37.04,27.86,11.1847,310,36.90951,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170217,21.2,33.98,26.06,13.869028,310,29.974996,0,5.905515,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170304,8.24,23.18,16.88,15.434886,310,40.041226,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170408,33.98,50,40.46,15.65858,310,40.936002,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170429,51.08,73.94,65.48,11.1847,310,35.119958,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170502,48.92,64.04,60.98,6.487126,310,29.974996,0,0,0.38976399
ALBANY AP,NY,42.7431,-73.8092,95.1,20170523,46.04,73.04,59.72,2.908022,310,14.092722,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170531,55.94,77,61.34,7.158208,310,40.936002,0,0,0.18110246
ALBANY AP,NY,42.7431,-73.8092,95.1,20170619,68,82.94,75.56,6.934514,310,33.106712,0,0,1.11811084
ALBANY AP,NY,42.7431,-73.8092,95.1,20170715,66.02,80.96,70.88,8.052984,310,21.922012,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170831,51.08,73.94,63.32,8.276678,310,27.96175,0,0,0
ALBANY AP,NY,42.7431,-73.8092,95.1,20170909,46.94,66.92,56.48,5.368656,310,18.119214,0,0,0
DUNKIRK CHAUTAUQUA AP,NY,42.4933,-79.2722,203,20170303,19.22,27.14,,11.632088,310,33.106712,,,0
DUNKIRK CHAUTAUQUA AP,NY,42.4933,-79.2722,203,20170423,29.12,59,,4.250186,310,14.092722,,,0
DUNKIRK CHAUTAUQUA AP,NY,42.4933,-79.2722,203,20170430,42.98,59,,10.961006,310,40.041226,,,0.18110246
DUNKIRK CHAUTAUQUA AP,NY,42.4933,-79.2722,203,20170908,51.08,62.06,,6.487126,310,17.000744,,,0.22834658
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170107,4.1,23.18,,4.250186,310,18.119214,,,0
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170209,3.2,27.14,,8.94776,310,35.119958,,,0.14960638
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170216,23.18,28.22,,10.737312,310,29.08022,,,0
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170217,23.18,39.92,,4.697574,310,23.935258,,,0
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170402,26.24,60.98,,6.263432,310,29.974996,,,0
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170408,28.22,53.06,,7.605596,310,29.08022,,,0
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170411,44.06,80.06,,2.684328,310,40.041226,,,0.03149608
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170416,46.04,82.94,,9.395148,310,40.041226,,,0.14960638
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170627,51.08,69.98,,6.71082,310,31.988242,,,0.01968505
ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,291.1,20170819,55.94,80.96,,3.802798,310,42.949248,,,0.24015761
GLENS FALLS AP,NY,43.35,-73.6167,97.8,20170108,5.18,21.2,14.18,4.921268,310,27.96175,,,0
GLENS FALLS AP,NY,43.35,-73.6167,97.8,20170113,21.2,48.92,39.56,10.737312,310,29.08022,,,0
GLENS FALLS AP,NY,43.35,-73.6167,97.8,20170202,21.2,33.08,30.02,6.039738,310,21.922012,,,0
GLENS FALLS AP,NY,43.35,-73.6167,97.8,20170303,13.1,35.06,25.34,8.052984,310,29.974996,,,0
GLENS FALLS AP,NY,43.35,-73.6167,97.8,20170703,57.02,82.04,71.42,5.816044,310,19.908766,0,0,0
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170205,19.22,39.02,,5.816044,310,29.974996,,,0
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170209,12.2,33.08,,13.645334,310,38.922756,,,0.14173236
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170712,68,87.98,,4.697574,310,33.106712,,,0.57086645
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170713,66.92,87.08,,4.026492,310,27.066974,,,0.57874047
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170820,62.96,82.94,,4.250186,310,19.01399,,,0
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,20170916,62.06,82.94,,0.671082,310,10.961006,,,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,20170206,25.16,35.06,30.02,5.816044,310,19.908766,0,1.181103,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,20170215,26.24,39.02,35.96,12.079476,310,29.08022,0.3149608,1.968505,0.01968505
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,20170402,30.2,59,42.98,8.94776,310,23.935258,0,0,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,20170413,33.98,55.04,45.5,5.368656,310,19.908766,0,0,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,20170808,57.02,75.92,66.38,8.052984,310,21.922012,0,0,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170115,19.22,33.08,26.06,8.276678,310,23.935258,0,0,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170206,22.1,30.2,26.6,6.039738,310,27.96175,0.1968505,3.93701,0.01181103
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170217,18.14,30.2,23.72,7.158208,310,21.922012,0.5118113,11.81103,0.01181103
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170220,23.18,37.04,34.52,7.605596,310,19.908766,0,3.93701,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170315,15.26,25.16,16.88,14.987498,310,31.988242,5.511814,20.866153,0.20078751
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170325,33.98,39.02,36.86,4.250186,310,10.961006,0,1.181103,0.35826791
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170328,39.02,51.98,43.34,6.039738,310,19.908766,0,0,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170401,32,39.92,36.14,6.934514,310,19.01399,0,0,0.01968505
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170601,48.92,66.92,60.8,10.06623,310,29.974996,0,0,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170607,44.96,69.98,56.3,4.921268,310,17.000744,0,0,0
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170717,62.06,80.96,70.52,4.250186,310,27.96175,0,0,0.05905515
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170818,68,87.98,77.72,8.500372,310,27.96175,0,0,0.09842525
SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,125.9,20170820,62.06,80.96,70.88,7.158208,310,23.040482,0,0,0.03149608
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170107,2.12,19.22,,10.737312,310,27.96175,,,0
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170212,32,48.92,,16.329662,310,52.120702,,,0
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170317,35.06,50,,10.961006,310,38.922756,,,0.03149608
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170608,57.02,82.94,,4.47388,310,19.908766,,,0.05118113
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170626,55.04,73.94,,11.632088,310,33.106712,,,0
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170719,71.06,89.06,,7.158208,310,42.949248,,,0.20078751
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170723,71.06,91.04,,6.71082,310,35.119958,,,0.03149608
CHICAGO MIDWAY AP,IL,41.7861,-87.7522,186.5,20170906,50,66.92,,8.94776,310,21.027236,,,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170103,17.24,39.92,37.58,9.618842,310,29.974996,0,0,0.09842525
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170201,22.1,42.98,36.68,8.276678,310,27.066974,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170202,17.24,26.24,23.18,7.605596,310,23.935258,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170203,16.16,31.1,22.28,4.921268,310,18.119214,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170205,25.16,44.96,34.34,6.263432,310,21.027236,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170208,15.26,30.2,28.94,7.605596,310,21.027236,3.5039389,0,0.20866153
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170209,10.22,22.1,17.24,7.82929,310,19.908766,0,3.149608,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170215,28.22,42.98,37.04,8.94776,310,23.935258,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170315,13.1,32,21.38,5.144962,310,17.000744,0,1.181103,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170406,41,53.96,45.14,11.1847,310,29.08022,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170416,59,71.96,67.28,6.934514,310,29.08022,0,0,0.35039389
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170603,59,87.98,73.04,3.579104,310,25.053728,0,0,0.01181103
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170714,62.96,78.98,73.04,5.59235,310,19.01399,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170804,53.96,75.02,64.22,7.82929,310,29.974996,0,0,0
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,20170830,59,82.94,69.8,2.460634,310,17.000744,0,0,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170114,17.24,33.08,,2.908022,310,10.961006,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170129,19.22,27.14,,6.487126,310,21.027236,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170202,12.2,22.1,,8.276678,310,23.040482,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170203,12.2,26.24,,7.82929,310,23.040482,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170208,16.16,30.2,,7.158208,310,19.908766,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170209,11.12,23.18,,9.618842,310,33.106712,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170214,32,50,,8.276678,310,27.066974,,,0
CHICAGO WAUKEGAN RGNL AP,IL,42.4167,-87.8667,221.6,20170302,25.16,32,,6.934514,310,19.908766,,,0
